! ** Transport properties taken from **
!
! " An optimized kinetic model of H2/CO combustion"
! Davis, Joshi, Wang, and Egolfopoulos
! Proc. Comb. Inst. 30 (2005) 1283-1292
!

A1CH3D             2   495.3       5.68      0.43     12.30      1.000
A1CHO              2   495.3       5.68      0.43     12.30      1.000
A1CO               2   495.3       5.68      0.43     12.30      1.000
A1CH2O             2   495.3       5.68      0.43     12.30      1.000
A1CH2OH            2   495.3       5.68      0.43     12.30      1.000
HOA1CH3            2   495.3       5.68      0.43     12.30      1.000
OA1CH3             2   495.3       5.68      0.43     12.30      1.000

C8H2               1   495.3       5.68      0.43     12.30      1.000

! Phenyl-acetylene
A1C2H              2   535.6       5.72      0.77     12.00      1.000
A1C2HD             2   535.6       5.72      0.77     12.00      1.000
A1C2H-             2   535.6       5.72      0.77     12.00      1.000

! Styrene
A1C2H5             2   546.2       6.00      0.13     15.00      1.000
A1C2H4             2   546.2       6.00      0.13     15.00      1.000
A1C2H3             2   546.2       6.00      0.13     15.00      1.000
A1C2H3D            2   546.2       6.00      0.13     15.00      1.000
A1C2H2             2   546.2       6.00      0.13     15.00      1.000
C8H9O2             2   546.2       6.00      0.13     15.00      1.000
C8H8OOH            2   546.2       6.00      0.13     15.00      1.000
OC8H7OOH           2   546.2       6.00      0.13     15.00      1.000

A1CH3CH3           2   546.2       6.00      0.13     15.00      1.000
A1CH3CH2           2   546.2       6.00      0.13     15.00      1.000
A1CH3CHO           2   546.2       6.00      0.13     15.00      1.000
A1CHOCH2           2   546.2       6.00      0.13     15.00      1.000
A1CHOCHO           2   546.2       6.00      0.13     15.00      1.000

! Napthalene
A2XC10H8           2   630.4       6.18      0.00     16.50      1.000
C9H8               2   630.4       6.18      0.00     16.50      1.000
C9H7               2   630.4       6.18      0.00     16.50      1.000
C9H6O              2   630.4       6.18      0.00     16.50      1.000
A2OXC10H7O         2   630.4       6.18      0.00     16.50      1.000
A2OH               2   630.4       6.18      0.00     16.50      1.000
A2XXC10H7          2   630.4       6.18      0.00     16.50      1.000
A2DXC10H7          2   630.4       6.18      0.00     16.50      1.000

! Acenaphthylene
A2CH2              2   693.1       6.47      0.00     18.00      1.000
A2CH3              2   693.1       6.47      0.00     18.00      1.000
A2CH2O             2   693.1       6.47      0.00     18.00      1.000
A2CHO              2   693.1       6.47      0.00     18.00      1.000
A2R5               2   693.1       6.47      0.00     18.00      1.000
A2R5X              2   693.1       6.47      0.00     18.00      1.000
A2C2HA             2   693.1       6.47      0.00     18.00      1.000
A2C2HB             2   693.1       6.47      0.00     18.00      1.000
A2C2HAD            2   693.1       6.47      0.00     18.00      1.000
A2C2HBD            2   693.1       6.47      0.00     18.00      1.000
A2C2H2A            2   693.1       6.47      0.00     18.00      1.000
A2C2H2B            2   693.1       6.47      0.00     18.00      1.000
A2R5C2HD           2   772.8       6.94      0.00     18.00      1.000
A2R5C2H            2   772.8       6.94      0.00     18.00      1.000

! Phenanthrene
A3XC14H10          2   772.0       6.96      0.00     38.80      1.000
A3XXC14H9          2   772.0       6.96      0.00     38.80      1.000
A3DXC14H9          2   772.0       6.96      0.00     38.80      1.000
A2R5C2H2           2   772.0       6.96      0.00     38.80      1.000

! Acephenanthrylene
A3R5               2   837.5       7.28      0.00      0.00      0.000
A3R5X              2   837.5       7.28      0.00      0.00      0.000

! Pyrene
A4XC16H10          2   834.9       7.24      0.00     45.00      1.000
A4XXC16H9          2   834.9       7.24      0.00     45.00      1.000
A4R5               2   834.9       7.24      0.00     45.00      1.000
FLTN               2   834.9       7.24      0.00     45.00      1.000

! Biphenyl
P2XC12H10         2   676.5       6.31      0.00     20.00      1.000
P2XXC12H9          2   676.5       6.31      0.00     20.00      1.000
B2                 2   676.5       6.31      0.00     20.00      1.000


! Lawrence Livermore Heptane Mechanism

CH3O2              2   481.800     3.626     0.000     0.000     1.000
C2H5O              2   470.600     4.410     0.000     0.000     1.500
C2H3CHO            2   428.800     4.958     2.900     0.000     1.000
C3H5O              2   411.000     4.820     0.000     0.000     1.000
NXC3H7O            2   481.500     4.997     0.000     0.000     0.000
C4H7               2   355.000     4.650     0.000     0.000     1.000
PXC4H8             2   345.700     5.088     0.300     0.000     1.000
PXC4H9             2   352.000     5.240     0.000     0.000     1.000
C4H7O              2   496.000     5.200     0.000     0.000     1.000
C3H7CHO            2   464.200     5.009     2.600     0.000     1.000
C5H9               2   396.800     5.458     0.000     0.000     1.000
C5H10              2   386.200     5.489     0.400     0.000     1.000
C5H11              2   440.735     5.041     0.000     0.000     0.000
C7H13              2   457.800     6.173     0.300     0.000     1.000
C7H14              2   457.800     6.173     0.300     0.000     1.000
C7H15              2   459.600     6.253     0.000     0.000     1.000
NXC7H16            2   459.600     6.253     0.000     0.000     1.000
C7H15O             2   561.000     6.317     1.700     0.000     1.000
C7H15O2            2   561.000     6.317     1.700     0.000     1.000
C7H14OOH           2   600.600     7.229     1.800     0.000     1.000
OC7H13OOH          2   581.300     6.506     2.000     0.000     1.000


! Lawrence Livermore Octane Mechanism

IXC8H18            2   458.500     6.414     0.000     0.000     0.000
CXC8H17            2   458.500     6.414     0.000     0.000     0.000
YXC7H15            2   437.300     6.168     0.000     0.000     0.000
YXC7H14            2   439.200     6.151     0.000     0.000     0.000
XXC7H13            2   439.200     6.151     0.000     0.000     0.000
TXC4H9             2   352.000     5.240     0.000     0.000     0.000
IXC4H8             2   344.500     5.089     0.000     0.000     0.000
IXC4H7             2   355.000     4.650     0.000     0.000     0.000
IXC3H7             2   303.400     4.810     0.000     0.000     0.000
IXC3H5CHO          2   436.400     5.352     0.000     0.000     0.000
CH3COCH3           2   435.500     4.860     0.000     0.000     0.000
DXC8H17O           2   581.300     6.506     0.000     0.000     0.000
TXC4H9O            2   496.000     5.200     0.000     0.000     0.000
IXC4H7O            2   496.000     5.200     0.000     0.000     0.000



