!ESTIMATES COLLECTED BY DAVID.MONTGOMERY@NREL.GOV USING HTTPS://RMG.MIT.EDU
!COLUMN 1: MODEL NAME
!COLUMN 2: INDEX WHERE 0=ATOMIC; 1=LINEAR; 2=NONLINEAR
!COLUMN 3: LENNARD-JONES POTENTIAL WELL DEPTH [KELVIN]
!COLUMN 4: LENNARD-JONES COLLISION DIAMETER [ANGSTROM]
!COLUMN 5: DIPOLE MOMENT [DEBYE]
!COLUMN 6: POLARIZABILITY [CUBIC ANGSTOMS]
!COLUMN 7: ROTATIONAL RELAXATION COLLISION NUMBER AT 298K
                                                                      
METHYLDECALIN-2     2       535.650     7.260     0.000     0.000     0.000 
ETHYLDECALIN-2      2       550.643     7.570     0.000     0.000     0.000
PROPYLDECALIN-2     2       565.642     7.870     0.000     0.000     0.000
BUTYLDECALIN-2      2       580.692     8.180     0.000     0.000     0.000
PENTYLDECALIN-2     2       595.834     8.480     0.000     0.000     0.000
HEXYLDECALIN-2      2       611.109     8.790     0.000     0.000     0.000
HEPTYLDECALIN-2     2       611.109     8.790     0.000     0.000     0.000

TRICYCLO-C10        2       509.654     6.770     0.000     0.000     0.000
TRICYCLO-C11        2       534.703     7.060     0.000     0.000     0.000
TRICYCLO-C12        2       559.381     7.350     0.000     0.000     0.000
TRICYCLO-C13        2       583.719     7.630     0.000     0.000     0.000
TRICYCLO-C14        2       607.748     7.920     0.000     0.000     0.000

DECENE-1            2       454.878     7.320     0.000     0.000     0.000
DODECENE-1          2       488.801     7.940     0.000     0.000     0.000
TETRADECENE-1       2       522.712     8.560     0.000     0.000     0.000
HEXADECENE-1        2       556.985     9.180     0.000     0.000     0.000
